page_id,wikidata_id,film,release_date,box_office,runtime,languages,countries,genres,reviewScores,awardsReceived,awardsNominated,capitalCost
47381838,Q20814436,Angry Indian Goddesses,2015-01-01T00:00:00Z,,115,Hindi,"India, Germany","['drama', 'comedy drama', 'LGBT-related']","['5.9/10', '61%']",[''],[''],
47754802,Q20949818,Anguish,2015-01-01T00:00:00Z,,91,English,United States of America,"['ghost', 'horror']","['5.5/10', '62%']",[''],[''],
54192601,Q24288476,Anil Bagchir Ekdin,2015-01-01T00:00:00Z,,,Bangla,Bangladesh,['war'],[''],[''],[''],
47028189,Q3400601,Animal Kingdom: Let's Go Ape,2015-04-08T00:00:00Z,14300000,100,French,"France, Italy, Belgium","['adventure', 'comedy']",[''],[''],[''],32000000
51564557,Q27959468,Anna,2015-01-01T00:00:00Z,,96,Spanish,"Colombia, France",['drama'],[''],[''],[''],
52779359,Q28222369,Anna,2015-01-01T00:00:00Z,,,French,Canada,['drama'],[''],[''],[''],
49010611,Q21487988,Anniversary,2015-01-01T00:00:00Z,,108,,Hong Kong,['romance'],[''],[''],[''],
39433264,Q20942819,Anomalisa,,,,,,,,,,
64312003,Q104844989,Another Country (2015 film),,,,,,,,,,
65336591,Q28317446,Another Way,2017-01-19T00:00:00Z,,90,Korean,South Korea,"['romance', 'drama']",[''],[''],[''],
54462919,Q24834285,Another Woman,2015-01-01T00:00:00Z,,,Standard Mandarin,Taiwan,['romance'],[''],[''],[''],
36484005,Q5901134,Ant-Man,2015-07-17T00:00:00Z,519311965,117,English,United States of America,"['comedy', 'action', 'adventure', 'superhero']","['A', '6.9/10', '83%', '64/100']",['Saturn Award for Best Comic-to-Film Motion Picture'],"['Saturn Award for Best Editing', ""Critics' Choice Movie Award for Best Actor in an Action Movie"", 'Teen Choice Award for Choice Summer Movie Star: Male', 'Teen Choice Award for Choice Summer Movie Star: Female', 'Empire Award for Best Visual Effects', 'BAFTA Award for Best Special Visual Effects', 'MTV Movie Award for Best Hero', 'Saturn Award for Best Supporting Actress', 'Saturn Award for Best Supporting Actor', 'Saturn Award for the Best Actor', 'Saturn Award for Best Director', 'Empire Award for Best Comedy']",130000000
57732432,Q55604032,Antarleena,2015-01-01T00:00:00Z,,,,India,[''],[''],[''],[''],
45332769,Q19263748,The Anthem of the Heart,2015-01-01T00:00:00Z,,120,Japanese,Japan,['drama'],[''],[''],[''],
49667084,Q23579040,The Anthropologist,2015-01-01T00:00:00Z,,80,English,United States of America,"['documentary', 'comedy', 'drama', 'adventure']","['100%', '8/10']",[''],[''],870000
56101907,Q46600556,Anti-Social,2015-01-01T00:00:00Z,,116,English,United Kingdom,['crime'],"['4/10', '25%']",[''],[''],
47221417,Q19951667,Anton Tchékhov 1890,2015-01-01T00:00:00Z,,96,French,France,"['drama', 'biographical']",[''],[''],[''],
49160280,Q22252121,Antony and Cleopatra (2015 film),,,,,,,,,,
50159879,Q23838367,The Antwerp Dolls,2015-01-01T00:00:00Z,,,English,United Kingdom,"['thriller', 'crime']",[''],[''],[''],
41517537,Q15527120,Anuradha,2015-01-01T00:00:00Z,,,Assamese,India,[''],[''],[''],[''],
55610137,Q43302491,Apocalypse Child,2015-10-01T00:00:00Z,,,,Philippines,['independent'],[''],[''],[''],
47562743,Q19960565,The Apostate,2015-01-01T00:00:00Z,,80,Spanish,"France, Uruguay, Spain","['drama', 'comedy']","['7.4/10', '79%']",[''],['IFFR audience award'],
70935382,Q112610230,Appavum Veenjum,,,,,,,,,,
47870698,Q20992327,Applesauce,2015-01-01T00:00:00Z,,91,English,United States of America,['comedy horror'],"['5.7/10', '67%']",[''],[''],
45526982,Q18586579,April 9th,2015-03-12T00:00:00Z,,97,Danish,Denmark,"['drama', 'war']",[''],[''],[''],
47127346,Q20641909,April and the Extraordinary World,,,,,,,,,,
46381487,Q18700753,April Fools,2015-01-01T00:00:00Z,,118,Japanese,Japan,"['comedy drama', 'drama']",[''],[''],[''],
42890416,Q16980242,Arabian Nights (2015 film),,,,,,,,,,
47680205,Q20899391,The Ardennes,2015-01-01T00:00:00Z,,93,"Dutch in Belgium, Dutch",Belgium,['drama'],[''],[''],"['IFFR audience award', 'International Submission to the Academy Awards']",2200000
25038063,Q2339789,Area 51,2015-05-15T00:00:00Z,,91,English,United States of America,"['horror', 'found footage']","['14%', '3.9/10']",[''],[''],
73495703,Q117843068,Ari: My Life with a King,,,,,,,,,,
50347389,Q21187858,Arianna,2015-01-01T00:00:00Z,,83,Italian,Italy,"['intersex', 'drama']",[''],[''],['IFFR audience award'],
47445591,Q20814443,Arjuna,2015-01-01T00:00:00Z,,,Kannada,India,"['action', 'drama']",[''],[''],[''],
41840211,Q19798775,The Ark (film),,,,,,,,,,
48139339,Q19851404,The Ark of Mr. Chow,2015-01-01T00:00:00Z,,106,,People's Republic of China,['comedy drama'],[''],[''],[''],
47551877,Q18693284,Armi elää!,2015-03-20T00:00:00Z,,84,Finnish,Finland,"['drama', 'biographical']",[''],[''],[''],
47477333,Q20814444,Aro Bhalobashbo Tomay,2015-01-01T00:00:00Z,,,Bangla,Bangladesh,[''],[''],[''],[''],
39524105,Q11621483,Arpeggio of Blue Steel,,,,,,,,,,
51208241,Q26720502,"Arresting Power: Resisting Police Violence in Portland, Oregon",2015-01-15T00:00:00Z,,,English,United States of America,['documentary'],[''],[''],[''],
51671342,Q28219637,Arrowhead,2016-01-01T00:00:00Z,,95,English,Australia,[],[''],[''],[''],
46259825,Q19954324,Arshinagar,2015-01-01T00:00:00Z,,,Bangla,India,['romance'],[''],[''],[''],
45719126,Q18709300,The Art Dealer,2015-01-27T00:00:00Z,,,French,France,['drama'],[''],[''],[''],
47831467,Q20992329,Arthur and Merlin,2015-04-11T00:00:00Z,,104,English,United Kingdom,"['independent', 'medieval']",[''],[''],[''],
48143404,Q21095385,As Crazy as it Gets,2015-01-01T00:00:00Z,,,English,Nigeria,['romantic comedy'],[''],[''],[''],
47562796,Q20856828,As I Open My Eyes,2015-09-05T00:00:00Z,,102,French,"France, Tunisia, Belgium","['drama', 'fiction']","['100%', '7/10', '74/100']","['IFFR audience award', ""Bayard d'or"", 'Lumière Award', 'Lyon Festival of cinema']","['Lux Prize', 'IFFR audience award', 'International Submission to the Academy Awards']",
44839330,Q18642433,As We Were Dreaming,2015-02-26T00:00:00Z,,117,German,"Germany, France",['drama'],[''],[''],[''],
43171955,Q17513279,Ashby,2015-01-01T00:00:00Z,,100,English,United States of America,"['comedy drama', 'coming-of-age fiction']","['5.5/10', '52%', '46/100']",[''],[''],
47114405,Q20649258,Assassin,2015-01-01T00:00:00Z,,,English,United Kingdom,[''],[''],[''],[''],
41652308,Q15831713,The Assassin,2015-08-27T00:00:00Z,11991669,105,Standard Mandarin,"Hong Kong, Taiwan, People's Republic of China",['drama'],"['7.5/10', '80%', '82/100']",['Golden Horse Award for Best Feature Film'],['International Submission to the Academy Awards'],90000000
46242736,Q19801741,Assassination,2015-07-22T00:00:00Z,,140,Korean,South Korea,"['thriller', 'action', 'drama']","['83%', '6.7/10', '64/100']",[''],[''],
50162431,Q21511560,Assassination Classroom,2015-03-21T00:00:00Z,,110,Japanese,Japan,[],[''],[''],[''],
48557511,Q21775661,Assignment,2015-01-01T00:00:00Z,,92,,South Africa,['drama'],[''],[''],[''],
48060846,Q21009550,The Assistant,2015-01-01T00:00:00Z,,87,French,"France, Belgium","['drama', 'thriller']",[''],[''],[''],
46453113,Q19817628,L'Astragale,2015-04-08T00:00:00Z,,96,French,France,"['drama', 'neo-noir', 'gangster']",[''],[''],['Lumières Award'],
72184772,Q19863009,Asu mare 2,2015-04-09T00:00:00Z,,,Spanish,Peru,['comedy'],[''],[''],[''],
37906755,Q6728565,Madrasi,2013-01-01T00:00:00Z,,,Telugu,India,"['action thriller', 'action']",[''],[''],[''],
46971857,Q20649623,The Ataxian,2015-01-01T00:00:00Z,,81,English,United States of America,['documentary'],[''],[''],[''],
48550866,Q21539841,Athiradi,2015-10-16T00:00:00Z,,,Tamil,India,[],[''],[''],[''],
57707487,Q20650697,Atomic Heart,2014-01-01T00:00:00Z,,97,Persian,Iran,"['fantasy', 'drama']",[''],[''],[''],
51973486,Q27590821,"Atomic, Living in Dread and Promise",2015-08-10T00:00:00Z,,71,English,United Kingdom,['documentary'],[''],[''],[''],
47925622,Q21065428,Attabu 2,2015-09-18T00:00:00Z,,,Mandarin,People's Republic of China,['documentary'],[''],[''],[''],
56819987,Q26869146,Attack of Life: The Bang Tango Movie,2016-01-15T00:00:00Z,,83,English,United States of America,['documentary'],[''],[''],[''],
46959412,Q20313191,Attack on Titan,2015-08-01T00:00:00Z,,98,Japanese,Japan,"['fantasy', 'action']","['6.3/10', '47%']",[''],[''],
45070705,Q18786415,The Atticus Institute,2015-01-01T00:00:00Z,,,English,United States of America,"['horror', 'found footage']","['5.3/10', '57%']",[''],[''],
47917070,Q21007579,Au plus près du Soleil,2015-01-01T00:00:00Z,,103,French,France,['drama'],[''],[''],[''],
49595634,Q21186592,The Audition (2015 film),,,,,,,,,,
48316969,Q21198125,Aola Star,2015-07-23T00:00:00Z,,,,People's Republic of China,"[""children's""]",[''],[''],[''],
57931433,Q55639236,Autism in Love,2015-01-01T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
60648590,Q63437726,Auto Driver,2015-01-01T00:00:00Z,,,,,[''],[''],[''],[''],
47192754,Q20063663,The Autobots,2015-01-01T00:00:00Z,,85,Standard Mandarin,People's Republic of China,[''],[''],[''],[''],
50918673,Q24807432,The Automatic Hate,2015-03-15T00:00:00Z,,97,English,United States of America,['comedy drama'],"['6.6/10', '67%']",[''],[''],
67934849,Q20889308,An Autumn Without Berlin,2015-09-21T00:00:00Z,,95,Spanish,"Basque Country, Spain","['romance', 'drama']",[''],[''],[''],1700000
50071182,Q23755629,Ava's Possessions,2015-01-01T00:00:00Z,,89,English,United States of America,['comedy horror'],"['6.2/10', '69%']",[''],[''],
49100893,Q22075050,Ave Maria (2015 film),,,,,,,,,,
47013432,Q20183740,Avengers Grimm,2015-01-01T00:00:00Z,,86,English,United States of America,"['fantasy', 'superhero']",[''],[''],[''],
36484254,Q14171368,Avengers: Age of Ultron,2015-04-22T00:00:00Z,1402805868,141,English,United States of America,['superhero'],"['6.8/10', '76%', '66/100']","['Annie Award for Outstanding Achievement', 'Animated Effects in a Live Action Production', 'Teen Choice Award for Choice Movie Scene Stealer', 'Saturn Award for Best Costume']","['Teen Choice Award for Choice Movie Actress - Sci-Fi/Fantasy', 'MTV Movie Award for Best Virtual Performance', 'MTV Movie Award for Ensemble Cast', 'Annie Award for Outstanding Achievement for Character Animation in a Live Action Production', 'Teen Choice Award for Choice Movie Breakout Star', 'Saturn Award for Best Special Effects', 'MTV Movie Award for Best Movie', 'MTV Movie Award for Best Fight', 'MTV Movie Award for Best Hero', 'MTV Movie Award for Best Villain', 'Saturn Award for Best Supporting Actor', 'Saturn Award for Best Comic-to-Film Motion Picture', 'Teen Choice Award for Choice Movie - Sci-Fi/Fantasy', 'Teen Choice Award for Choice Movie Actor - Sci-Fi/Fantasy']",250000000
48595864,Q21539914,Les Aventures d'Anthony,2015-11-13T00:00:00Z,,122,,People's Republic of China,['teen'],[''],[''],[''],
44324033,Q18611344,Avunu 2,2015-01-01T00:00:00Z,,,Telugu,India,['horror'],[''],[''],[''],
45201488,Q19882174,Ayal Njanalla,2015-01-01T00:00:00Z,,,Malayalam,India,[''],[''],[''],[''],
48544902,Q21527472,Ayanda,2015-01-01T00:00:00Z,,105,English,South Africa,"['romance', 'drama']","['83%', '6/10']",[''],[''],
45696358,Q19627362,Aziz Ansari: Live at Madison Square Garden,2015-01-01T00:00:00Z,,,English,United States of America,['stand-up comedy'],[''],[''],[''],
54669952,Q33730514,Aztec Revenge,2015-01-01T00:00:00Z,,,English,United States of America,[''],[''],[''],[''],
53721542,Q21546197,"B, la película",2015-01-01T00:00:00Z,,80,Spanish,Spain,"['crime', 'drama', 'biographical']",[''],[''],[''],370000
38222746,Q13897247,Baahubali: The Beginning,2015-07-10T00:00:00Z,,129,"Tamil, Telugu",India,['action'],"['6.8/10', '89%']",[''],[''],
47986458,Q21064743,Baankey Ki Crazy Baraat,2015-01-01T00:00:00Z,,,Hindi,India,['comedy'],[''],[''],[''],
46597108,Q19882191,Baari,2015-01-01T00:00:00Z,,,Punjabi,India,[''],[''],[''],[''],
46378516,Q19882192,Baat Cheet,2015-01-01T00:00:00Z,,10,Urdu,Pakistan,['comedy drama'],[''],[''],[''],
47500039,Q20814447,Baba Joon,2015-01-01T00:00:00Z,,91,Persian,Israel,['drama'],[''],['Ophir Award for best feature film'],['International Submission to the Academy Awards'],
47759569,Q20972651,Babai,2015-06-28T00:00:00Z,,104,Albanian,"Kosovo, North Macedonia, Germany, France",['drama'],[''],[''],['International Submission to the Academy Awards'],
50816259,Q24807216,Babar Naam Gandhiji,2015-10-02T00:00:00Z,,,Bangla,India,[''],[''],[''],[''],
43745741,Q18110036,Baby,2015-01-01T00:00:00Z,,,Hindi,India,"['thriller', 'action']",[''],[''],[''],
47547698,Q20899396,Baby,2015-01-01T00:00:00Z,,,Tamil,India,['horror'],[''],[''],[''],
45322667,Q19009629,"Baby, Sorry",2015-01-01T00:00:00Z,,,Standard Mandarin,People's Republic of China,[''],[''],[''],[''],
47614065,Q16466221,Baby(a)lone,2015-01-01T00:00:00Z,,90,Luxembourgish,"Luxembourg, Belgium",['drama'],[''],[''],['International Submission to the Academy Awards'],
49212129,Q18610820,Babysitting 2,2015-01-01T00:00:00Z,,93,French,France,"['comedy', 'found footage']",[''],[''],[''],
48409345,Q21427072,Back in Time,2015-01-01T00:00:00Z,,95,English,United States of America,['documentary'],[''],[''],[''],
1359577,Q91558,Back to the Future (franchise),,,,,,,,,,
38063035,Q4839627,Backgammon,2015-04-01T00:00:00Z,,,English,United States of America,['drama'],"['0%', '3.5/10']",[''],[''],
44602764,Q18701932,Backstreet Boys: Show 'Em What You're Made Of,2015-01-01T00:00:00Z,,101,English,"United Kingdom, United States of America",['documentary'],"['6.8/10', '71%']",[''],[''],
46769017,Q20001169,Backtrack,2015-01-01T00:00:00Z,,,English,"Australia, United Arab Emirates, United Kingdom",['thriller'],"['4.5/10', '29%']",[''],[''],
49782622,Q23755506,Bacon and God's Wrath,2015-09-13T00:00:00Z,,,English,Canada,['animated documentary'],[''],[''],[''],
45592935,Q19627364,Bad Asses on the Bayou,2015-03-06T00:00:00Z,,,English,United States of America,"['drama', 'action']",[''],[''],[''],
47530403,Q20856835,The Bad Education Movie,2015-01-01T00:00:00Z,,90,English,United Kingdom,['coming-of-age fiction'],"['63%', '4.8/10']",[''],[''],
48720437,Q21575837,Bad Guys Always Die,2015-11-27T00:00:00Z,,110,Korean,South Korea,['crime'],[''],[''],[''],
44557608,Q18636702,Bad Hair Day (2015 film),,,,,,,,,,
48761194,Q21775664,Bad Hurt,2015-01-01T00:00:00Z,,101,English,United States of America,['drama'],"['7.3/10', '80%']",[''],[''],
54108185,Q20855648,Bad Luck,2015-05-29T00:00:00Z,,78,German,Austria,"['action', 'drama', 'comedy']",[''],[''],[''],
70729398,Q20444609,Bad Man,2015-07-16T00:00:00Z,,,Korean,South Korea,['thriller'],[''],[''],[''],
46298311,Q19801744,Bad Night,2015-07-21T00:00:00Z,,,English,United States of America,['adventure'],[''],[''],[''],
42946381,Q17514523,Badlapur,2015-01-01T00:00:00Z,,134,Hindi,India,['drama'],"['6.9/10', '92%']",[''],[''],
45165118,Q19263519,Badmashiyaan,2015-01-01T00:00:00Z,,128,Hindi,India,"['comedy', 'romance']",[''],[''],[''],
44477588,Q18701934,Baji,2015-01-01T00:00:00Z,,170,Marathi,India,['action'],[''],[''],[''],
42367337,Q16837125,Bajirao Mastani,2015-12-04T00:00:00Z,,158,Hindi,India,"['drama', 'action', 'biographical', 'romance', 'historical']","['6.1/10', '67%']",['Filmfare Award for Best Film'],[''],
43855802,Q18603021,Bajrangi Bhaijaan,2015-07-17T00:00:00Z,,159,Hindi,India,"['drama', 'musical']","['88%', '6.4/10']",['Zee Cine Award for Best Film'],[''],
54532516,Q39078701,Bakuman,2015-01-01T00:00:00Z,,119,Japanese,Japan,['comedy'],[''],[''],[''],
42656416,Q16950085,Bala Bala Sese,2015-01-01T00:00:00Z,,,Luganda,Uganda,['drama'],[''],[''],[''],
51495430,Q22100648,Balala the Fairies: Princess Camellia,2015-10-01T00:00:00Z,,,,People's Republic of China,['adventure'],[''],[''],[''],
45180147,Q18701063,Bali Big Brother,2015-01-01T00:00:00Z,,106,Japanese,Japan,['comedy drama'],[''],[''],[''],
45001478,Q18786416,Balkadu,2015-01-01T00:00:00Z,,,Marathi,India,[''],[''],[''],[''],
49782868,Q23755508,The Ballad of Immortal Joe,2015-09-12T00:00:00Z,,6,English,Canada,[''],[''],[''],[''],
46432077,Q19824574,A Ballerina's Tale,2015-01-01T00:00:00Z,,85,English,United States of America,['documentary'],"['7.4/10', '78%']",[''],[''],
66187128,Q104834414,Balmoral Hotel (film),,,,,,,,,,
49221380,Q22272991,BAM (film),,,,,,,,,,
76763283,Q29034221,Scarecrow,2015-01-01T00:00:00Z,,90,Filipino,Philippines,['drama'],[''],[''],[''],
41031757,Q19305969,stowberry,2015-01-01T00:00:00Z,,82,Italian,Italy,['comedy drama'],[''],[''],[''],
50665394,Q24257551,Banat,2015-01-01T00:00:00Z,,84,"Romanian, Italian",Romania,['drama'],[''],[''],[''],
48453039,Q23763028,Band of Robbers,2015-01-01T00:00:00Z,,95,English,United States of America,[],"['6.5/10', '78%']",[''],[''],
43189002,Q17514772,Bandipotu,2015-01-01T00:00:00Z,,,Telugu,India,['comedy'],[''],[''],[''],
73002313,Q116973588,El bandolero,2015-01-01T00:00:00Z,,,Spanish,Peru,['action'],[''],[''],[''],
47526342,Q22000093,Bang Gang (A Modern Love Story),2015-01-01T00:00:00Z,,98,French,France,['drama'],"['6/10', '67%', '53/100']",[''],[''],
48413207,Q21427089,Bangalore 560023,2015-01-01T00:00:00Z,,,Kannada,India,['sport'],[''],[''],[''],
41456030,Q17514776,Bangistan,2015-01-01T00:00:00Z,,,Hindi,India,['comedy'],"['33%', '5/10']",[''],[''],
42136199,Q15920848,Banglasia,2015-01-01T00:00:00Z,,82,"Hindi, Malay, Mandarin, Malaysian English, Bangla",Malaysia,['political'],[''],[''],[''],
56128422,Q48674084,The Banker,2015-05-16T00:00:00Z,,,English,Nigeria,[''],[''],[''],[''],
48815807,Q20852769,Banking Nature,2015-01-01T00:00:00Z,,,French,France,['documentary'],[''],[''],[''],
54167488,Q25587545,Bapjaner Bioscope,2015-01-01T00:00:00Z,,,Bangla,Bangladesh,['drama'],[''],[''],[''],
46464417,Q19824585,Bare,2015-01-01T00:00:00Z,,,English,United States of America,"['LGBT-related', 'drama']","['5.9/10', '56%']",[''],[''],
51802507,Q27590573,Barefoot to Goa,2015-01-01T00:00:00Z,,,Hindi,India,[''],[''],[''],[''],
39483120,Q15613279,Barely Lethal,2015-01-01T00:00:00Z,933847,98,English,United States of America,[],"['4.3/10', '26%', '44/100']",[''],[''],
51468197,Q48672405,Barista,2015-11-06T00:00:00Z,,103,English,United States of America,['documentary'],[''],[''],[''],
44617150,Q18703077,Barkhaa,2015-03-27T00:00:00Z,,,Hindi,India,['romance'],[''],[''],[''],
49646951,Q23755425,Bars4justice,2015-01-01T00:00:00Z,,,English,United States of America,['independent'],[''],[''],[''],
47647594,Q20899397,Bas Ek Chance,2015-01-01T00:00:00Z,,,Gujarati,India,['comedy'],[''],[''],[''],
49657584,Q23978441,Baskin,2015-01-01T00:00:00Z,,97,Turkish,Turkey,['splatter'],"['7/10', '80%', '58/100']",[''],[''],
49964824,Q19329909,Battalion,2015-01-01T00:00:00Z,8903193,120,Russian,Russia,['drama'],[''],[''],[''],10000000
46904322,Q16155083,Batkid,2015-01-01T00:00:00Z,,87,English,United States of America,"['biographical', 'documentary', 'family']","['7.1/10', '82%']",[''],[''],
45415110,Q19320928,Batman Unlimited: Animal Instincts,2015-01-01T00:00:00Z,,77,English,United States of America,[],[''],[''],[''],
46894204,Q20058570,Batman Unlimited: Monster Mayhem,2015-01-01T00:00:00Z,,81,English,United States of America,[],[''],[''],[''],
45137822,Q18844637,Batman vs. Robin,,,,,,,,,,
44490935,Q16692754,Battle for Sevastopol,2015-01-01T00:00:00Z,8000000,110,"English, Russian, Ukrainian","Ukraine, Russia","['drama', 'war', 'biographical']",[''],[''],[''],5000000
49636902,Q19942476,Battle of Surabaya,2014-01-01T00:00:00Z,,,Indonesian,Indonesia,[''],[''],[''],[''],
46962850,Q20313026,Bawal,2015-01-01T00:00:00Z,,,Bangla,India,['comedy'],[''],[''],[''],
50076267,Q23838589,Be My Cat: A Film for Anne,2015-01-01T00:00:00Z,,87,English,Romania,['horror'],"['88%', '6.4/10']",[''],[''],
45429814,Q19303550,Be Together,2015-01-01T00:00:00Z,,,Standard Mandarin,People's Republic of China,['romance'],[''],[''],[''],
